# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 231K of event 'cycles'
# Event count (approx.): 247441296710
#
# Overhead  Command  Shared Object      Symbol                                            
# ........  .......  .................  ..................................................
#
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e8a35
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f6514
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f51be
     0.00%  nuXmv    nuXmv              [.] 0x00000000008efa10
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9c2e
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a6041
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a8b08
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3b00
     0.00%  nuXmv    [kernel.kallsyms]  [k] ktime_get
     0.00%  nuXmv    nuXmv              [.] 0x00000000009461a2
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e0189
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aef09
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cdb540
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d1e613
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e8799
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e99b0
     0.00%  nuXmv    nuXmv              [.] 0x000000000096341e
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e8a30
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f09c2
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c95ddf
     0.00%  nuXmv    nuXmv              [.] 0x0000000000087ec8
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3f99d
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3b0d
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d1e560
     0.00%  nuXmv    nuXmv              [.] 0x00000000008eca00
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f47a3
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aa0f0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008910d3
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f113f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f0c81
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3ea79
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d1e6bb
     0.00%  nuXmv    nuXmv              [.] 0x00000000000edbc0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5be0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e7f02
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cabeb
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cdac6a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cb7aaa
     0.00%  nuXmv    nuXmv              [.] 0x00000000009dc354
     0.00%  nuXmv    nuXmv              [.] 0x00000000008df6e0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a9ebb
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e6018
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f0e03
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f357a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3b50
     0.00%  nuXmv    nuXmv              [.] 0x00000000008dfff0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ece90
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3ba7
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e8ce
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e0dd
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef5a5
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f22e5
     0.00%  nuXmv    [kernel.kallsyms]  [k] dget_parent
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e003
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e6c6
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5b11
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cc91d
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e75e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e2c5
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9f3a0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ce66c3
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca256
     0.00%  nuXmv    nuXmv              [.] 0x000000000089f079
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d412eb
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1e34
     0.00%  nuXmv    nuXmv              [.] 0x0000000000941550
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c881a0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9dd8a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ce6965
     0.00%  nuXmv    nuXmv              [.] 0x0000000000981131
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cecd15
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9de50
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7838
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e419b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2e02
     0.00%  nuXmv    [kernel.kallsyms]  [k] _nv000292rm
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2075
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e13e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca04f0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9f494
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f0dad
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f31c7
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f0df2
     0.00%  nuXmv    [kernel.kallsyms]  [k] account_system_time
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d1e5d0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee023
     0.00%  nuXmv    nuXmv              [.] 0x00000000009499be
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9e6cb
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cb714
     0.00%  nuXmv    nuXmv              [.] 0x00000000008b239d
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d41318
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e05e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9d5c0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5cf0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2dfb
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aa175
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aef9e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3ffc0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e018f
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c99e4
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cec18c
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a3774
     0.00%  nuXmv    nuXmv              [.] 0x00000000009548a5
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f21a5
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9def1
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a21d5
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5b18
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cdaad6
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef5fb
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d4130a
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb7a1
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae71a
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2d9e
     0.00%  nuXmv    nuXmv              [.] 0x000000000095a7f0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9a5a
     0.00%  nuXmv    nuXmv              [.] 0x000000000095a582
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ecb80
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d411b3
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fd98
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f098a
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca0b5c
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e0172
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d8db7
     0.00%  nuXmv    nuXmv              [.] 0x000000000095f785
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7622
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ab310
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3ab0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9decc
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995f80
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbb9e
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ab280
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e57b1
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e9fa9
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5173
     0.00%  nuXmv    nuXmv              [.] 0x000000000095a943
     0.00%  nuXmv    nuXmv              [.] 0x00000000008b2b8f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1e05
     0.00%  nuXmv    nuXmv              [.] 0x000000000094ab0a
     0.00%  nuXmv    nuXmv              [.] 0x00000000009ca919
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e11e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e2b9
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa954
     0.00%  nuXmv    nuXmv              [.] 0x00000000001a102e
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb982
     0.00%  nuXmv    nuXmv              [.] 0x000000000094b973
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef5e0
     0.00%  nuXmv    nuXmv              [.] 0x000000000096338a
     0.00%  nuXmv    nuXmv              [.] 0x000000000019fe1f
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995cc5
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee141
     0.00%  nuXmv    nuXmv              [.] 0x00000000001a02e1
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f31bb
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5917
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e6063
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cb7b1d
     0.00%  nuXmv    nuXmv              [.] 0x0000000000087ab2
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9a7b
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995fef
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fbbe2
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d41182
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f0c7c
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d41301
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e9ab0
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7a8e
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fc69e
     0.00%  nuXmv    nuXmv              [.] 0x00000000008eca76
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9aa4
     0.00%  nuXmv    nuXmv              [.] 0x0000000000963ee1
     0.00%  nuXmv    nuXmv              [.] 0x00000000008dfc24
     0.00%  nuXmv    nuXmv              [.] 0x000000000099608b
     0.00%  nuXmv    nuXmv              [.] 0x00000000009552a7
     0.00%  nuXmv    nuXmv              [.] 0x000000000086a00a
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb6a8
     0.00%  nuXmv    nuXmv              [.] 0x000000000096332c
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e82a5
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae54f
     0.00%  nuXmv    nuXmv              [.] 0x00000000008df912
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5fd6
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f58d5
     0.00%  nuXmv    nuXmv              [.] 0x000000000095d650
     0.00%  nuXmv    nuXmv              [.] 0x000000000090f748
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a2580
     0.00%  nuXmv    nuXmv              [.] 0x000000000089ea1d
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f3546
     0.00%  nuXmv    nuXmv              [.] 0x0000000000963ebd
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aa1b1
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ef9e6
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ed496
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5f7e
     0.00%  nuXmv    [kernel.kallsyms]  [k] hrtimer_forward
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9c09
     0.00%  nuXmv    nuXmv              [.] 0x000000000094a337
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca74ed
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f217a
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae4f7
     0.00%  nuXmv    nuXmv              [.] 0x000000000086a4b0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae553
     0.00%  nuXmv    nuXmv              [.] 0x0000000000087b25
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d1e5b2
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5fba
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f1138
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae5b9
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f35b5
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aa814
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e593e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7a92
     0.00%  nuXmv    nuXmv              [.] 0x0000000000cab33c
     0.00%  nuXmv    nuXmv              [.] 0x000000000098bd3b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a8dbc
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca8057
     0.00%  nuXmv    [kernel.kallsyms]  [k] release_pages
     0.00%  nuXmv    nuXmv              [.] 0x0000000000caa076
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9b786
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e8bb8
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e09c
     0.00%  nuXmv    nuXmv              [.] 0x0000000000892f30
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e9470
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca75d4
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae3be
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aeba3
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7871
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7586
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb697
     0.00%  nuXmv    [kernel.kallsyms]  [k] tick_sched_handle.isra.0
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e4f0d
     0.00%  nuXmv    nuXmv              [.] 0x00000000008edfca
     0.00%  nuXmv    nuXmv              [.] 0x00000000008efc4d
     0.00%  nuXmv    nuXmv              [.] 0x00000000009cba4e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000869fe8
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae5d1
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c881ce
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aefa8
     0.00%  nuXmv    nuXmv              [.] 0x0000000000086b3a
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae578
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5935
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ecb77
     0.00%  nuXmv    nuXmv              [.] 0x00000000009338da
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae400
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3abb
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ec530
     0.00%  nuXmv    nuXmv              [.] 0x000000000094ae59
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5a9c
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e6002
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae73c
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5902
     0.00%  nuXmv    nuXmv              [.] 0x000000000098113e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7cf4
     0.00%  nuXmv    nuXmv              [.] 0x0000000000963e80
     0.00%  nuXmv    nuXmv              [.] 0x00000000008aeb95
     0.00%  nuXmv    [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae558
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3f6a0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ecb26
     0.00%  nuXmv    nuXmv              [.] 0x00000000008b2b62
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca752a
     0.00%  nuXmv    nuXmv              [.] 0x000000000098106e
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca3b5f
     0.00%  nuXmv    nuXmv              [.] 0x00000000009e8a4f
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d41288
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995dc9
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e607b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f2080
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee549
     0.00%  nuXmv    nuXmv              [.] 0x0000000000ca7b58
     0.00%  nuXmv    nuXmv              [.] 0x0000000000954883
     0.00%  nuXmv    nuXmv              [.] 0x0000000000984657
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae3b3
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d3e044
     0.00%  nuXmv    nuXmv              [.] 0x00000000008af0e4
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9a53
     0.00%  nuXmv    nuXmv              [.] 0x0000000000981080
     0.00%  nuXmv    nuXmv              [.] 0x00000000008efa8d
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae3c9
     0.00%  nuXmv    nuXmv              [.] 0x00000000009fb815
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae60b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f5f0e
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f20a2
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ae569
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee570
     0.00%  nuXmv    nuXmv              [.] 0x00000000008f4760
     0.00%  nuXmv    nuXmv              [.] 0x0000000000c9dd9a
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ecb44
     0.00%  nuXmv    nuXmv              [.] 0x0000000000995fbf
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e99d0
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee110
     0.00%  nuXmv    nuXmv              [.] 0x00000000008e5cf4
     0.00%  nuXmv    nuXmv              [.] 0x0000000000984688
     0.00%  nuXmv    nuXmv              [.] 0x0000000000d41116
     0.00%  nuXmv    nuXmv              [.] 0x00000000008ee698
     0.00%  nuXmv    nuXmv              [.] 0x00000000009419f8
     0.00%  nuXmv    [kernel.kallsyms]  [k] e1000_intr_msi
     0.00%  nuXmv    nuXmv              [.] 0x00000000009c643b
     0.00%  nuXmv    nuXmv              [.] 0x00000000008a586c
     0.00%  nuXmv    nuXmv              [.] 0x00000000009d9c37
     0.00%  nuXmv    nuXmv              [.] 0x000000000097ff13
